         1250288 function calls (1197757 primitive calls) in 2.617 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 npdatetime.py:399(_create_timedelta_ordering_impl)
        2    0.000    0.000    0.000    0.000 _compiler.py:570(isstring)
        2    0.000    0.000    0.000    0.000 _parser.py:113(__init__)
        6    0.000    0.000    0.000    0.000 instructions.py:288(value)
        4    0.000    0.000    0.000    0.000 templates.py:603(<listcomp>)
        5    0.000    0.000    0.000    0.000 codegen.py:546(codegen)
        1    0.000    0.000    0.000    0.000 arraydecl.py:565(DTypeAttr)
        1    0.000    0.000    0.000    0.000 npdatetime.py:19(TimedeltaUnaryOp)
        1    0.000    0.000    0.000    0.000 old_boxing.py:635(_NumbaTypeHelper)
       12    0.000    0.000    0.000    0.000 inspect.py:3019(return_annotation)
        2    0.000    0.000    0.000    0.000 typing.py:925(__hash__)
        1    0.000    0.000    0.000    0.000 callwrapper.py:11(__init__)
        5    0.000    0.000    0.000    0.000 byteflow.py:1901(peek)
        9    0.000    0.000    0.000    0.000 options.py:15(<lambda>)
        7    0.000    0.000    0.000    0.000 compiler_machinery.py:255(finalized)
        3    0.000    0.000    0.000    0.000 old_numbers.py:18(_int_arith_flags)
        1    0.000    0.000    0.000    0.000 arrayobj.py:885(SliceIndexer)
        6    0.000    0.000    0.000    0.000 numbers.py:359(int_signed_unsigned_cmp)
        2    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        4    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _compiler.py:467(_get_charset_prefix)
        4    0.000    0.000    0.000    0.000 typeof.py:116(_typeof_bool)
        3    0.000    0.000    0.000    0.000 npydecl.py:465(<genexpr>)
        1    0.000    0.000    0.000    0.000 npdatetime.py:189(DatetimePlusTimedelta)
        4    0.000    0.000    0.000    0.000 old_arraymath.py:4557(window_generator)
        7    0.000    0.000    0.000    0.000 errors.py:526(__enter__)
        3    0.000    0.000    0.000    0.000 __init__.py:1319(disable)
        4    0.000    0.000    0.000    0.000 templates.py:608(<listcomp>)
        7    0.000    0.000    0.000    0.000 debuginfo.py:73(mark_subprogram)
        1    0.000    0.000    0.000    0.000 interpreter.py:1763(get_closure_value)
        9    0.000    0.000    0.000    0.000 interpreter.py:1895(op_PRECALL)
        5    0.000    0.000    0.000    0.000 caching.py:87(save_overload)
        1    0.000    0.000    0.000    0.000 enumdecl.py:23(EnumClassAttribute)
        5    0.000    0.000    0.000    0.000 unicode.py:2187(gen_isX)
        1    0.000    0.000    0.000    0.000 inline_closurecall.py:1454(RewriteArrayOfConsts)
        6    0.000    0.000    0.000    0.000 npdatetime.py:650(_create_datetime_comparison_impl)
        2    0.000    0.000    0.000    0.000 npdatetime.py:718(_gen_datetime_min_impl)
        1    0.000    0.000    0.000    0.000 base.py:22(InstanceModel)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:409(__subclasshook__)
        7    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 _parser.py:963(fix_flags)
        5    0.000    0.000    0.000    0.000 functools.py:753(<listcomp>)
        2    0.000    0.000    0.000    0.000 typing.py:947(_is_typevar_like)
        1    0.000    0.000    0.000    0.000 ffi.py:132(_lib)
        4    0.000    0.000    0.000    0.000 functions.py:412(<dictcomp>)
        7    0.000    0.000    0.000    0.000 lowering.py:83(init)
        3    0.000    0.000    0.000    0.000 imputils.py:231(iterator_impl)
        7    0.000    0.000    0.000    0.000 bytecode.py:258(__iter__)
        7    0.000    0.000    0.000    0.000 interpreter.py:1886(op_NOP)
        2    0.000    0.000    0.000    0.000 callwrapper.py:224(debug_print)
        1    0.000    0.000    0.000    0.000 arraydecl.py:704(ArrayFlagsAttribute)
        1    0.000    0.000    0.000    0.000 arraydecl.py:606(RecordAttribute)
        1    0.000    0.000    0.000    0.000 npdatetime.py:115(TimedeltaUnaryPos)
        1    0.000    0.000    0.000    0.000 arrayobj.py:712(IntegerIndexer)
        3    0.000    0.000    0.000    0.000 old_arraymath.py:1470(_partition_factory)
        1    0.000    0.000    0.000    0.000 typedlist.py:38(_Sequence)
        1    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        7    0.000    0.000    0.000    0.000 debuginfo.py:79(finalize)
        4    0.000    0.000    0.000    0.000 imputils.py:425(impl_ret_new_ref)
        1    0.000    0.000    0.000    0.000 collections.py:81(NamedTupleAttribute)
        1    0.000    0.000    0.000    0.000 npdatetime.py:128(TimedeltaBinSub)
        1    0.000    0.000    0.000    0.000 npdatetime.py:133(TimedeltaBinMult)
        1    0.000    0.000    0.000    0.000 npdatetime.py:143(TimedeltaFloorDiv)
        1    0.000    0.000    0.000    0.000 npdatetime.py:173(TimedeltaCmpGt)
        1    0.000    0.000    0.000    0.000 arraydecl.py:583(StaticGetItemArray)
        1    0.000    0.000    0.000    0.000 npdatetime.py:31(TimedeltaBinOp)
        3    0.000    0.000    0.000    0.000 old_arraymath.py:1527(_select_factory)
        3    0.000    0.000    0.000    0.000 {built-in method _ctypes.addressof}
        7    0.000    0.000    0.000    0.000 interpreter.py:1889(op_RESUME)
        7    0.000    0.000    0.000    0.000 callconv.py:370(_make_call_helper)
        2    0.000    0.000    0.000    0.000 base.py:329(nonconst_module_attrs)
        7    0.000    0.000    0.000    0.000 typeinfer.py:1763(unify_finished)
        2    0.000    0.000    0.000    0.000 typeinfer.py:471(get_call_signature)
        1    0.000    0.000    0.000    0.000 arraydecl.py:696(ArrayCTypesAttribute)
        1    0.000    0.000    0.000    0.000 npdatetime.py:119(TimedeltaUnaryNeg)
        1    0.000    0.000    0.000    0.000 npdatetime.py:123(TimedeltaBinAdd)
        1    0.000    0.000    0.000    0.000 npdatetime.py:149(TimedeltaCmpEq)
        1    0.000    0.000    0.000    0.000 npdatetime.py:153(TimedeltaCmpNe)
        1    0.000    0.000    0.000    0.000 npdatetime.py:169(TimedeltaCmpLE)
        1    0.000    0.000    0.000    0.000 npdatetime.py:177(TimedeltaCmpGE)
        1    0.000    0.000    0.000    0.000 arraydecl.py:219(SetItemBuffer)
        4    0.000    0.000    0.000    0.000 __init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayobj.py:743(IntegerArrayIndexer)
        5    0.000    0.000    0.000    0.000 inline_closurecall.py:135(<lambda>)
        1    0.000    0.000    0.000    0.000 listobject.py:92(ErrorHandler)
        1    0.000    0.000    0.000    0.000 npyimpl.py:121(_ArrayHelper)
        5    0.000    0.000    0.000    0.000 __init__.py:601(__missing__)
        1    0.000    0.000    0.000    0.000 typing.py:284(_check_generic)
        4    0.000    0.000    0.000    0.000 types.py:546(__len__)
        5    0.000    0.000    0.000    0.000 dispatcher.py:124(_customize_flags)
        4    0.000    0.000    0.000    0.000 transforms.py:320(replace)
        5    0.000    0.000    0.000    0.000 caching.py:84(load_overload)
        1    0.000    0.000    0.000    0.000 cffi_utils.py:184(FFI_from_buffer)
        1    0.000    0.000    0.000    0.000 listdecl.py:16(ListBuiltin)
        1    0.000    0.000    0.000    0.000 npdatetime.py:165(TimedeltaCmpLt)
        1    0.000    0.000    0.000    0.000 arraydecl.py:616(StaticGetItemRecord)
        1    0.000    0.000    0.000    0.000 npdatetime.py:93(TimedeltaDivOp)
        1    0.000    0.000    0.000    0.000 unicode.py:82(UnicodeModel)
        2    0.000    0.000    0.000    0.000 unicode.py:1208(generate_rsplit_whitespace_impl)
        2    0.000    0.000    0.000    0.000 unicode.py:1379(gen_unicode_Xjust)
        2    0.000    0.000    0.000    0.000 unicode.py:2294(_gen_unicode_upper_or_lower)
        1    0.000    0.000    0.000    0.000 polynomial_core.py:13(PolynomialModel)
        1    0.000    0.000    0.000    0.000 listobject.py:59(ListModel)
        6    0.000    0.000    0.000    0.000 numbers.py:379(int_unsigned_signed_cmp)
        1    0.000    0.000    0.000    0.000 function_type.py:32(FunctionProtoModel)
        2    0.000    0.000    0.000    0.000 _parser.py:83(groups)
        1    0.000    0.000    0.000    0.000 npytypes.py:517(box_type)
        3    0.000    0.000    0.000    0.000 old_models.py:242(as_return)
        5    0.000    0.000    0.000    0.000 old_models.py:251(from_return)
        1    0.000    0.000    0.000    0.000 pythonapi.py:102(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:9(InContainer)
        1    0.000    0.000    0.000    0.000 collections.py:97(NamedTupleClassAttribute)
        1    0.000    0.000    0.000    0.000 dictdecl.py:24(DictBuiltin)
        1    0.000    0.000    0.000    0.000 arraydecl.py:718(NestedArrayAttribute)
        1    0.000    0.000    0.000    0.000 npdatetime.py:138(TimedeltaTrueDiv)
        1    0.000    0.000    0.000    0.000 npdatetime.py:56(TimedeltaOrderedCmpOp)
        1    0.000    0.000    0.000    0.000 npdatetime.py:182(TimedeltaAbs)
        1    0.000    0.000    0.000    0.000 old_hashing.py:384(FNV)
        1    0.000    0.000    0.000    0.000 old_hashing.py:405(EXPAT)
        1    0.000    0.000    0.000    0.000 arrayobj.py:4320(_ol_array_allocate)
        1    0.000    0.000    0.000    0.000 generator_core.py:12(NumPyRngBitGeneratorModel)
        1    0.000    0.000    0.000    0.000 dictobject.py:88(DictModel)
        1    0.000    0.000    0.000    0.000 ccallback.py:17(_CFuncCompiler)
        1    0.000    0.000    0.000    0.000 function_type.py:49(FunctionModel)
        1    0.000    0.000    0.000    0.000 npyimpl.py:640(_Kernel)
        1    0.000    0.000    0.000    0.000 base.py:407(ClassAttribute)
        1    0.000    0.000    0.000    0.000 base.py:81(JitClassType)
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'set' objects}
        1    0.000    0.000    0.000    0.000 zipfile.py:1896(close)
        2    0.000    0.000    0.000    0.000 functools.py:972(__set_name__)
        1    0.000    0.000    0.000    0.000 _parser.py:176(append)
        4    0.000    0.000    0.000    0.000 abstract.py:151(can_convert_from)
        3    0.000    0.000    0.000    0.000 imputils.py:71(lower_setattr)
        2    0.000    0.000    0.000    0.000 interpreter.py:1794(code_freevars)
        1    0.000    0.000    0.000    0.000 typeinfer.py:375(__init__)
        1    0.000    0.000    0.000    0.000 listdecl.py:110(MulList)
        2    0.000    0.000    0.000    0.000 setdecl.py:99(ConcreteSetOperator)
        1    0.000    0.000    0.000    0.000 arraydecl.py:633(StaticGetItemLiteralRecord)
        1    0.000    0.000    0.000    0.000 npdatetime.py:46(TimedeltaCmpOp)
        1    0.000    0.000    0.000    0.000 npdatetime.py:68(TimedeltaMixOp)
        1    0.000    0.000    0.000    0.000 npdatetime.py:280(DatetimeMinMax)
        1    0.000    0.000    0.000    0.000 npdatetime.py:230(DatetimeMinusDatetime)
        2    0.000    0.000    0.000    0.000 unicode.py:1424(generate_splitlines_func)
        1    0.000    0.000    0.000    0.000 unicode.py:105(UnicodeIteratorModel)
        2    0.000    0.000    0.000    0.000 unicode.py:739(generate_finder)
        2    0.000    0.000    0.000    0.000 unicode.py:2000(gen_isAlX)
        2    0.000    0.000    0.000    0.000 unicode.py:2045(_is_upper)
        1    0.000    0.000    0.000    0.000 old_hashing.py:391(SIPHASH)
        1    0.000    0.000    0.000    0.000 arrayobj.py:4510(ol_array_zero_fill)
        1    0.000    0.000    0.000    0.000 generator_core.py:30(NumPyRandomGeneratorTypeModel)
        2    0.000    0.000    0.000    0.000 npdatetime.py:569(_datetime_timedelta_arith)
        1    0.000    0.000    0.000    0.000 npyimpl.py:94(_ArrayIndexingHelper)
        2    0.000    0.000    0.000    0.000 enum.py:444(<genexpr>)
        1    0.000    0.000    0.000    0.000 zipfile.py:703(_check_compression)
        1    0.000    0.000    0.000    0.000 common.py:90(key)
        2    0.000    0.000    0.000    0.000 functions.py:380(get_impl_key)
        1    0.000    0.000    0.000    0.000 typeof.py:181(_typeof_none)
        2    0.000    0.000    0.000    0.000 byteflow.py:2080(set_kw_names)
        1    0.000    0.000    0.000    0.000 __init__.py:870(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:28(SequenceBool)
        1    0.000    0.000    0.000    0.000 listdecl.py:87(AddList)
        1    0.000    0.000    0.000    0.000 setdecl.py:17(SetBuiltin)
        1    0.000    0.000    0.000    0.000 arraydecl.py:209(GetItemBuffer)
        1    0.000    0.000    0.000    0.000 arraydecl.py:657(StaticSetItemRecord)
        1    0.000    0.000    0.000    0.000 npdatetime.py:245(DatetimeCmpOp)
        1    0.000    0.000    0.000    0.000 npdatetime.py:213(DatetimeMinusTimedelta)
        1    0.000    0.000    0.000    0.000 npdatetime.py:259(DatetimeCmpNe)
        1    0.000    0.000    0.000    0.000 npdatetime.py:267(DatetimeCmpLE)
        2    0.000    0.000    0.000    0.000 unicode.py:2317(_gen_ascii_upper_or_lower)
        1    0.000    0.000    0.000    0.000 dictobject.py:98(DictIterModel)
        2    0.000    0.000    0.000    0.000 npdatetime.py:371(_create_timedelta_comparison_impl)
        2    0.000    0.000    0.000    0.000 npdatetime.py:697(_gen_datetime_max_impl)
        1    0.000    0.000    0.000    0.000 npyimpl.py:45(_ScalarIndexingHelper)
        3    0.000    0.000    0.000    0.000 __init__.py:96(<lambda>)
        2    0.000    0.000    0.000    0.000 _compiler.py:428(_get_iscased)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:3323(_prod_dispatcher)
        1    0.000    0.000    0.000    0.000 ffi.py:175(__init__)
        2    0.000    0.000    0.000    0.000 values.py:902(alignstack)
        2    0.000    0.000    0.000    0.000 values.py:957(basic_blocks)
        1    0.000    0.000    0.000    0.000 base.py:1114(get_preferred_array_alignment)
        2    0.000    0.000    0.000    0.000 typeinfer.py:782(get_call_signature)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:39(GetItemSequence)
        1    0.000    0.000    0.000    0.000 enumdecl.py:46(EnumCompare)
